university,university-href,col-list,col-list-href,College Name,College Category,Approved By,College Code,Affiliated University,Established Year,College Type,Institution Type,Address,Pin Code,Location,District,Contact Number 1,Contact Number 2,Courses
"Manonmaniam Sundaranar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/13/Manonmaniam-Sundaranar-University-Affiliated-Colleges.html","Sivanthi Adithanar College, Nagercoil, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/422/Sivanthi-Adithanar-College.html","Sivanthi Adithanar College","Arts & Science","null","null","Manonmaniam Sundaranar University","1984","Co-Education","Self Finance","Sivanthi Adithanar College

Pillayarpuram

Nagercoil","629 501","Nagercoil","Kanyakumari","null","null","[{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Physics""},{""Courses"":""» B.Sc. - Zoology""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.A. - Economics""},{""Courses"":""» B.A. - History""},{""Courses"":""» M.Sc. - Mathematics""},{""Courses"":""» M.Sc. - Micro Biology""},{""Courses"":""» M.Sc. - Physics""},{""Courses"":""» M.Com. - (Regular)""}]"
"Manonmaniam Sundaranar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/13/Manonmaniam-Sundaranar-University-Affiliated-Colleges.html","V.O. Chidambaram College, Tuticorin","http://www.colleges-in-tamilnadu.com/colleges/524/V-O-Chidambaram-College.html","V.O. Chidambaram College","Arts & Science","NAAC","null","Manonmaniam Sundaranar University","1951","Co-Education","Aided","V.O. Chidambaram College

Palayamkottai Road

Tuticorin","628 008","Tuticorin","Tuticorin","null","null","[{""Courses"":""» B.Sc. - Botany""},{""Courses"":""» B.Sc. - Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Geology""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Physics""},{""Courses"":""» B.Sc. - Zoology""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.B.M. - Business Management""},{""Courses"":""» B.B.A. - Business Administration""},{""Courses"":""» B.A. - Economics""},{""Courses"":""» B.A. - English""},{""Courses"":""» B.A. - History""},{""Courses"":""» M.Sc. - Botany""},{""Courses"":""» M.Sc. - Chemistry""},{""Courses"":""» M.Sc. - Computer Science""},{""Courses"":""» M.Sc. - Geology""},{""Courses"":""» M.Sc. - Mathematics""},{""Courses"":""» M.Sc. - Physics""},{""Courses"":""» M.Sc. - Zoology""},{""Courses"":""» M.Com. - (Regular)""},{""Courses"":""» M.A. - Economics""},{""Courses"":""» M.A. - English""},{""Courses"":""» M.A. - History""},{""Courses"":""» Ph.D. - Chemistry""},{""Courses"":""» Ph.D. - Economics""},{""Courses"":""» Ph.D. - Zoology""},{""Courses"":""» M.Phil. - Chemistry""},{""Courses"":""» M.Phil. - Commerce""},{""Courses"":""» M.Phil. - Economics""},{""Courses"":""» M.Phil. - Zoology""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Grace College of Education, Erode","http://www.colleges-in-tamilnadu.com/colleges/2049/Grace-College-of-Education.html","Grace College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2007","Co-Education","Self Finance","Grace College of Education

RSF No.271 / 2C1 & 2C2 & 271 / 2C

Elavamlai Village

Bhavani - Kavindapadi Road

Erode","638 316","Erode","Erode","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Anna University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/2/Anna-University-Affiliated-Colleges.html","Saveetha Engineering College, Sriperumbudur, Kanchipuram","http://www.colleges-in-tamilnadu.com/colleges/898/Saveetha-Engineering-College.html","Saveetha Engineering College","Engineering","AICTE,NBA","1216","Anna University","2001","Co-Education","Self Finance","Saveetha Engineering college,

Saveetha Nagar,

Thandalam,

Sriperumbudur (TK),

Kanchipuram.","602 105","Sriperumbudur","Kanchipuram","044-26811499","044-26811599","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Electronics And Instrumentation Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""},{""Courses"":""» M.E. - Applied Electronics""},{""Courses"":""» M.E. - CAD/CAM Engineering""},{""Courses"":""» M.E. - Computer and Communication Engineering""},{""Courses"":""» M.E. - Computer Science and Engineering""},{""Courses"":""» M.E. - Embedded System""},{""Courses"":""» M.E. - Software Engineering""},{""Courses"":""» M.E. - VLSI Design""},{""Courses"":""» M.C.A. - Computer Application""},{""Courses"":""» M.B.A. - Business Administration""}]"
"Bharathiyar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/7/Bharathiyar-University-Affiliated-Colleges.html","Kairali Arts, Science and Commerce College, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/211/Kairali-Arts-Science-and-Commerce-College.html","Kairali Arts, Science and Commerce College","Arts & Science","null","null","Bharathiyar University","null","Co-Education","Self Finance","Kairali Arts, Science and Commerce College

Coimbatore","","Coimbatore","Coimbatore","null","null","[{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.Com. - Computer Application""},{""Courses"":""» B.C.S. - Corporate Secretaryship""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» B.B.M. - Business Management""}]"
"Tiruvalluvar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/25/Tiruvalluvar-University-Affiliated-Colleges.html","C. Abdul Hakkim College, Vellore","http://www.colleges-in-tamilnadu.com/colleges/75/C-Abdul-Hakkim-College.html","C. Abdul Hakkim College","Arts & Science","NAAC","null","Tiruvalluvar University","1965","Co-Education","Aided","C. Abdul Hakkim College

Hakeem Nagar

Melvisharam

Vellore","632 509","Vellore","Vellore","null","null","[{""Courses"":""» B.Sc. - Bio-Chemistry""},{""Courses"":""» B.Sc. - Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Electronics""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Physics""},{""Courses"":""» B.Sc. - Zoology""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.Com. - Corporate Secretaryship""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» B.B.A. - Business Administration""},{""Courses"":""» B.A. - History""},{""Courses"":""» M.Sc. - Bio-Technology""},{""Courses"":""» M.Sc. - Chemistry""},{""Courses"":""» M.Sc. - Electronics""},{""Courses"":""» M.Sc. - Mathematics""},{""Courses"":""» M.Sc. - Zoology""},{""Courses"":""» M.Com. - (Regular)""},{""Courses"":""» M.A. - History""},{""Courses"":""» P.G.D. - Communicative Skills""},{""Courses"":""» Ph.D. - History""},{""Courses"":""» Ph.D. - Zoology""},{""Courses"":""» M.Phil. - Chemistry""},{""Courses"":""» M.Phil. - Commerce""},{""Courses"":""» M.Phil. - History""},{""Courses"":""» M.Phil. - Mathematics""},{""Courses"":""» M.Phil. - Zoology""}]"
"Anna University - Tirunelveli","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/5/Anna-University-Tirunelveli-Affiliated-Colleges.html","Dr. Sivanthi Aditanar College of Engineering, Tiruchendur, Tuticorin","http://www.colleges-in-tamilnadu.com/colleges/646/Dr-Sivanthi-Aditanar-College-of-Engineering.html","Dr. Sivanthi Aditanar College of Engineering","Engineering","AICTE","4954","Anna University - Tirunelveli","1995","Co-Education","Self Finance","Dr. Sivanthi Aditanar College of Engineering,

Palayamkottai Road,

Tiruchendur,

Tuticorin.","628 215","Tiruchendur","Tuticorin","04639 242482","null","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Civil Engineering""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""},{""Courses"":""» M.E. - Computer Science and Engineering""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Jai Sathi College of Education, Palacode, Dharmapuri","http://www.colleges-in-tamilnadu.com/colleges/2105/Jai-Sathi-College-of-Education.html","Jai Sathi College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2007","Co-Education","Self Finance","Jai Sathi College of Education

Karthrapatti Village

Pappinayakanahalli Post

Palacode","636 808","Palacode","Dharmapuri","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Nairs College of Education, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/2360/Nairs-College-of-Education.html","Nairs College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2007","Co-Education","Self Finance","Nairs College of Education

No.1, Amman Syndicate Nagar-II

N.G.G.O. Colony

Coimbatore","641 022","Coimbatore","Coimbatore","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"University of Madras","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/26/University-of-Madras-Affiliated-Colleges.html","J.A. Arts and Science College, Chennai","http://www.colleges-in-tamilnadu.com/colleges/187/J-A-Arts-and-Science-College.html","J.A. Arts and Science College","Arts & Science","null","null","University of Madras","1998","Co-Education","Self Finance","J.A. Arts and Science College

No.432, Panneer Nagar

Mugappair East

Chennai","600 050","Chennai","Chennai","null","null","[{""Courses"":""» B.Sc. - Bio-Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.Com. - Corporate Secretaryship""},{""Courses"":""» B.B.A. - Business Administration""},{""Courses"":""» B.A. - Corporate Secretaryship""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Sri Ramakrishna College of Education, Perambalur","http://www.colleges-in-tamilnadu.com/colleges/2700/Sri-Ramakrishna-College-of-Education.html","Sri Ramakrishna College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2006","Co-Education","Self Finance","Sri Ramakrishna College of Education

Sri Sarada College Campus

National Highway

Siruvachur Post

Perambalur","621 113","Perambalur","Perambalur","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","Periyar College of Pharmaceutical Sciences for Girls, Trichy","http://www.colleges-in-tamilnadu.com/colleges/1581/Periyar-College-of-Pharmaceutical-Sciences-for-Girls.html","null","null","null","null","null","null","null","null","null","null","null","null","null","null","[]"
"Bharathidasan University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/8/Bharathidasan-University-Affiliated-Colleges.html","Arungarai Amman College of Arts and Science, Karur","http://www.colleges-in-tamilnadu.com/colleges/57/Arungarai-Amman-College-of-Arts-and-Science.html","Arungarai Amman College of Arts and Science","Arts & Science","null","null","Bharathidasan University","null","Co-Education","Self Finance","Arungarai Amman College of Arts and Science

Amman Nagar

Chinnadharapuram

Karur","639 202","Karur","Karur","null","null","[{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Information Technology""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» B.B.A. - Business Administration""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Rajalakshmi College of Education, Chennai","http://www.colleges-in-tamilnadu.com/colleges/2465/Rajalakshmi-College-of-Education.html","Rajalakshmi College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2005","Co-Education","Self Finance","Rajalakshmi College of Education

No.1, Pilliar Koil Street

Manapakkam

Chennai","600 116","Chennai","Chennai","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Anna University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/2/Anna-University-Affiliated-Colleges.html","V.I. Institute of Technology, Chengalpet, Kanchipuram","http://www.colleges-in-tamilnadu.com/colleges/1053/V-I-Institute-of-Technology.html","V.I. Institute of Technology","Engineering","AICTE","1333","Anna University","2009","Co-Education","Self Finance","V.I. Institute of Technology,

No.96, Sirunkundram Village & Post,

Chengalpet,

KanchIpuram.","603 108","Chengalpet","Kanchipuram","04427401696","null","[{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""}]"
"Anna University - Coimbatore","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/3/Anna-University-Coimbatore-Affiliated-Colleges.html","Sri Ramakrishna Engineering College, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/973/Sri-Ramakrishna-Engineering-College.html","Sri Ramakrishna Engineering College","Engineering","AICTE","2719","Anna University - Coimbatore","1994","Co-Education","Self Finance","Sri Ramakrishna Engineering College,

Vattamalapalayam Idigarai Road,

Vattamalaipalayam,

NGGO Colony Post,

Coimbatore.","641 022","Coimbatore","Coimbatore","0422-2461588","0422- 2462338","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Aeronautical Engineering""},{""Courses"":""» B.E. - Bio-Medical Engineering""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Electronics And Instrumentation Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""},{""Courses"":""» M.E. - Power Electronics and Drives""},{""Courses"":""» M.E. - Software Engineering""}]"
"Anna University - Coimbatore","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/3/Anna-University-Coimbatore-Affiliated-Colleges.html","Excel College of Technology, Komarapalayam, Namakkal","http://www.colleges-in-tamilnadu.com/colleges/656/Excel-College-of-Technology.html","Excel College of Technology","Engineering","AICTE","2637","Anna University - Coimbatore","2008","Co-Education","Self Finance","Excel College of Engineering for Women,

Salem Main Road,

New NH 47,

Pallakkapalayam,

Sankari West,

Komarapalayam,

Namakkal","637 303","Komarapalayam","Namakkal","04288 227361 to 04288 - 227368 (8 Lines)","null","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Civil Engineering""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""}]"
"Anna University - Coimbatore","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/3/Anna-University-Coimbatore-Affiliated-Colleges.html","Tejaa Shakthi Institute of Technology for Women, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/1019/Tejaa-Shakthi-Institute-of-Technology-for-Women.html","Tejaa Shakthi Institute of Technology for Women","Engineering","AICTE","2130","Anna University - Coimbatore","2008","Womens","Self Finance","Tejaa Shakthi Institute of Technology for Women,

NH 47, Avinashi Road,

Karumathampatti,

Coimbatore.","641 659","Coimbatore","Coimbatore","04212333161","04212333162","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""}]"
