_id,CollegeName,university,col-list,CollegeCategory,ApprovedBy,CollegeCode,AffiliatedUniversity,EstablishedYear,CollegeType,InstitutionType,Address,PinCode,Location,District,ContactNumber1,ContactNumber2,Courses
1478,Sri Vengalamani Amman B.Ed. College,Tamil Nadu Teachers Education University,"Sri Vengalamani Amman B.Ed. College, Namakkal",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Co-Education,Self Finance,"Sri Vengalamani Amman B.Ed. College

No.167/A, Salem Road

Namakkal",637 001,Namakkal,Namakkal,null,null,B.Ed. - Education
1479,R.T.G. Arts and Science College for Women,Tiruvalluvar University,"R.T.G. Arts and Science College for Women, Villupuram",Arts & Science,null,null,Tiruvalluvar University,null,Womens,Self Finance,"R.T.G. Arts and Science College for Women

Pinnanur Village

Gingee Taluk",,Villupuram,Villupuram,null,null,[
1480,Muthayammal College of Arts and Science,Periyar University,"Muthayammal College of Arts and Science, Namakkal",Arts & Science,null,null,Periyar University,1994,Co-Education,,"Muthayammal College of Arts & Science,

Rasipuram

Namakkal",637 408,Namakkal,Namakkal,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Bio-Informatics,B.Sc. - Bio-Technology,B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Costume Design & Fashion,B.Sc. - Electronics & Communication,B.Sc. - Hotel Management & Catering Technology,B.Sc. - Mathematics,B.Sc. - Microbiology,B.Sc. - Physics,B.Sc. - Textile & Fashion Designing,B.Com. - (Regular),B.Com. - Computer Application,B.C.A. - Computer Application,B.B.A. - Business Administration,B.B.A. - Computer Application,M.Sc. - Applied Microbiology,M.Sc. - Bio-Chemistry,M.Sc. - Bio-Informatics,M.Sc. - Bio-Technology,M.Sc. - Biochemical Technology,M.Sc. - Biotechnology (Intd),M.Sc. - Chemistry,M.Sc. - Computer Science,M.Sc. - Electronics & Communication,M.Sc. - Mathematics,M.Sc. - Medical Biochemistry,M.Sc. - Organic Chemistry,M.Sc. - Physics,M.Sc. - Software Science (Integrated ),M.Sc. - Textile & Fashion Designing,M.Com. - (Regular),M.Com. - Computer Applications,M.C.A. - Computer Applications,Ph.D. - Bio-Chemistry,Ph.D. - Bio-Technology,Ph.D. - Microbiology,M.Phil. - Bio-Chemistry,M.Phil. - Bio-Technology,M.Phil. - Microbiology"
1481,Sri Aravindar Engineering College,Anna University,"Sri Aravindar Engineering College, Villupuram",Engineering,AICTE,1433,Anna University,2008,Co-Education,Self Finance,"Sri Aravindar Engineering College

Pondy - Mailam Road

Sedarapet Post

Vanur",605 111,Villupuram,Villupuram,0413 - 2671671 / 2671672,null,"B.Tech. - Information Technology,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering"
1482,Subbalakshmi Lakshmipathi College of Science,Madurai Kamaraj University,"Subbalakshmi Lakshmipathi College of Science, Madurai",Arts & Science,NAAC,null,Madurai Kamaraj University,1994,Co-Education,Self Finance,"Subbalakshmi Lakshmipathi College of Science

TVR Nagar

Avaniyapuram

Madurai",625 022,Madurai,Madurai,null,null,"B.Sc. - Computer Science,B.Sc. - Electronic Media,B.Sc. - Electronics & Communication,B.Sc. - Hotel Management & Catering Technology,B.Sc. - Information Technology,B.Sc. - Visual Communication,B.Com. - (Regular),M.Sc. - E-Commerce & Web Design,M.Sc. - Electronics & Communication,M.Sc. - Information Technology"
1483,Shrimathi Indira Gandhi College (Women),Bharathidasan University,"Shrimathi Indira Gandhi College (Women), Trichy",Arts & Science,NAAC,null,Bharathidasan University,1984,Womens,Self Finance,"Shrimathi Indira Gandhi College (Women)

Post Box No. 369

College Road

Chatram Bus Stand

Trichy",620 002,Trichy,Trichy,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Computer Science,B.Sc. - Fashion Technology,B.Sc. - Industrial Electronics,B.Sc. - Information Technology,B.Sc. - Mathematics,B.Sc. - Microbiology,B.Sc. - Physics,B.Com. - (Regular),B.C.A. - Computer Application,B.B.A. - Business Administration,B.A. - Economics"
1484,P.G.P. College of Arts and Science,Periyar University,"P.G.P. College of Arts and Science, Namakkal",Arts & Science,NAAC,null,Periyar University,1994,Co-Education,Self Finance,"P.G.P. College of Arts and Science

NH 7, Namakkal - Karur Main Road

Namakkal",637 206,Namakkal,Namakkal,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Bio-Technology,B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Electronics,B.Sc. - Hotel Management & Catering Technology,B.Sc. - Mathematics,B.Sc. - Microbiology,B.Sc. - Physics,B.Com. - (Regular),B.Com. - Computer Application,B.Com. - Corporate Secretaryship,B.C.A. - Computer Application,B.B.M. - Business Management,B.B.A. - Business Administration,B.A. - English,B.A. - Tamil,M.Sc. - Applied Microbiology,M.Sc. - Bio-Chemistry,M.Sc. - Bio-Informatics,M.Sc. - Bio-Technology,M.Sc. - Chemistry,M.Sc. - Computer Science,M.Sc. - Electronics,M.Sc. - Food Processing,M.Sc. - Mathematics,M.Sc. - Micro Biology,M.Sc. - Physics,M.Com. - (Regular),M.Com. - Computer Applications,M.A. - English,M.A. - Tamil"
1485,Mohammed Sathak A.J. College of Physiotherapy,Tamil Nadu Dr. M.G.R. Medical University,"Mohammed Sathak A.J. College of Physiotherapy, Chennai",Physiotherapy,null,null,Tamil Nadu Dr. M.G.R. Medical University,null,Co-Education,Self Finance,"Mohammed Sathak A.J. College of Physiotherapy

Sathak Centre Ist Floor

No.144, Nungabakkam High Road

Nungambakkam

Chennai",600 034,Chennai,Chennai,null,null,B.P.T. - Physiotherapy
1486,Thanthai Hans Roever College,Bharathidasan University,"Thanthai Hans Roever College, Perambalur",Arts & Science,null,null,Bharathidasan University,null,Co-Education,Self Finance,"Thanthai Hans Roever College

Perambalur",621 212,Perambalur,Perambalur,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Bio-Technology,B.Sc. - Computer Science,B.Sc. - Industrial Electronics,B.Sc. - Microbiology,B.C.A. - Computer Application,B.B.A. - Business Administration,M.Sc. - Bio-Chemistry,M.Sc. - Bio-Informatics,M.Sc. - Bio-Technology,M.Sc. - Computer Science,M.Sc. - Cyber Technology,M.Sc. - Electronics,M.Sc. - Hospital Administration,M.Sc. - Information Technology,M.Sc. - Micro Biology"
1487,Shri V.P.R. College of Education,Tamil Nadu Teachers Education University,"Shri V.P.R. College of Education, Theni",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Co-Education,Self Finance,"Shri V.P.R. College of Education

Survey No.2354

K.R.R. Nagar

Theni",625 531,Theni,Theni,null,null,B.Ed. - Education
1488,Oxford College of Engineering,Anna University,"Oxford College of Engineering, Thiruvannamalai, Tiruvanamalai",Engineering,null,1529,Anna University,2009,Co-Education,Self Finance,"Oxford College of Engineering,

Venmani Village,

Karaipoondi Post,

Thiruvannamalai.",606 803,Thiruvannamalai,Tiruvanamalai,04181223677,null,"B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
1489,Rasama College of Education,Tamil Nadu Teachers Education University,"Rasama College of Education, Karur",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2007,Co-Education,Self Finance,"Rasama College of Education

Palhakaliamman Nagar

Vettamangalam Post

Karur",639 117,Karur,Karur,null,null,B.Ed. - Education
1490,Erode Sengunthar Engineering College,Anna University - Coimbatore,"Erode Sengunthar Engineering College, Perundurai, Erode",Engineering,AICTE,2707,Anna University - Coimbatore,1996,Co-Education,Self Finance,"Erode Sengunthar Engineering College.

Thudupathi,

Perundurai,

Erode.",638 057,Perundurai,Erode,04294 - 232701,04294 -232702,"B.Tech. - Chemical Engineering,B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Electronics And Instrumentation Engineering,B.E. - Mechanical Engineering,M.Sc. - Software Engineering (Integrated),M.E. - Manufacturing Engineering"
1491,Stanley College of Education,Tamil Nadu Teachers Education University,"Stanley College of Education, Pappireddipatti, Dharmapuri",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2007,Co-Education,Self Finance,"Stanley College of Education

Mookareddipatti

A. Pallipatti Post

Pappireddipatti",636 905,Pappireddipatti,Dharmapuri,null,null,B.Ed. - Education
1492,Sri Balamurugan Arts and Science College,Periyar University,"Sri Balamurugan Arts and Science College, Salem",Arts & Science,null,null,Periyar University,null,Co-Education,Self Finance,"Sri Balamurugan Arts and Science College

Sathapadi (P.O)

Mechery (Via)

Mettur Taluk",,Salem,Salem,null,null,"B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Physics,B.Com. - (Regular),B.Com. - Computer Application,B.C.A. - Computer Application,B.B.A. - Business Administration,B.A. - Tamil"
1493,Sasthaa College of Education,Tamil Nadu Teachers Education University,"Sasthaa College of Education, Tirumayam, Pudukottai",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2007,Co-Education,Self Finance,"Sasthaa College of Education

Keelanilaikottai Post

Tirumayam",622 209,Tirumayam,Pudukottai,null,null,B.Ed. - Education
1494,Esenes Institute of Teacher Education,Tamil Nadu Teachers Education University,"Esenes Institute of Teacher Education, Walajabad, Kanchipuram",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Co-Education,Self Finance,"Esenes Institute of Teacher Education

No.43/92, Raja Street

Walajabad",602 105,Walajabad,Kanchipuram,null,null,D.T.Ed. - Dip. in Teacher Education
1495,Edaiyathangudi G.S. Pillai Arts and Science College,Bharathidasan University,"Edaiyathangudi G.S. Pillai Arts and Science College, Nagapattinam",Arts & Science,null,null,Bharathidasan University,null,Co-Education,Self Finance,"Edaiyathangudi G.S. Pillai Arts and Science College

Nagapattinam",611 001,Nagapattinam,Nagapattinam,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Bio-Technology,B.Sc. - Computer Science,B.Sc. - Industrial Electronics,B.Sc. - Microbiology,B.Com. - (Regular),B.C.A. - Computer Application,B.B.A. - Business Administration,M.Sc. - Bio-Chemistry,M.Sc. - Bio-Technology,M.Sc. - Industrial Electronics,M.Sc. - Information Technology"
1496,Stella Matutina College of Education,Tamil Nadu Teachers Education University,"Stella Matutina College of Education, Chennai",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2001,Co-Education,Self Finance,"Stella Matutina College of Education

Ashok Nagar

Kamaraj Salai

Chennai",600 083,Chennai,Chennai,null,null,"B.Ed. - Education,M.Ed. - Education"
1497,Tagore Institute of Engineering and Technology,Anna University - Coimbatore,"Tagore Institute of Engineering and Technology, Attur, Salem",Engineering,AICTE,2646,Anna University - Coimbatore,2008,Co-Education,Self Finance,"Tagore Institute of Engineering and Technology,

Salem - Chennai Main Road,

Deviyakurichi,

Attur,

salem.",636 112,Attur,Salem,04282231374,04282231474,"B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
1498,R.V.S. College of Engineering and Technology (Faculty of Engineering),Anna University - Coimbatore,"R.V.S. College of Engineering and Technology (Faculty of Engineering), Coimbatore",Engineering,null,null,Anna University - Coimbatore,null,Co-Education,Self Finance,"R.V.S. College of Engineering and Technology (Faculty of Engineering),

Kumaran Kottam Campus,

Kannampalayam,

Coimbatore.",641 402,Coimbatore,Coimbatore,04222681123,0422 -2687877,[
1499,R.B. Gothi Jain College for Women,University of Madras,"R.B. Gothi Jain College for Women, Chennai",Arts & Science,null,null,University of Madras,2008,Womens,Self Finance,"R.B. Gothi Jain College for Women

No:13, Sothupakkam Darkash Road

Pulliline

Redhills

Chennai",600 052,Chennai,Chennai,null,null,"B.Sc. - Computer Science,B.Sc. - Mathematics,B.Com. - (Regular),B.Com. - Corporate Secretaryship,B.C.A. - Computer Application,B.B.A. - Business Administration,B.A. - English,B.A. - Tamil"
1500,Annai Veilankanni's College of Arts and Science,University of Madras,"Annai Veilankanni's College of Arts and Science, Chennai",Arts & Science,null,null,University of Madras,2000,Co-Education,Self Finance,"Annai Veilankanni's College of Arts and Science

No.81, V.G. Pannerdas Salai

West Saidapet

Chennai",600 015,Chennai,Chennai,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Nutrition & Dietetics,B.Com. - (Regular),B.Com. - Corporate Secretaryship,B.C.A. - Computer Application,B.B.A. - Business Administration"
1501,Nightingale Institute of Nursing Education,Tamil Nadu Dr. M.G.R. Medical University,"Nightingale Institute of Nursing Education, Coimbatore",Nursing,INC,null,Tamil Nadu Dr. M.G.R. Medical University,2008,Co-Education,Self Finance,"Nightingale Institute of Nursing Education

M.G.R. Nagar

L & T Bye Pass Road

Madukkarai Market

Chettpalayam Road

Coimbatore",641 105,Coimbatore,Coimbatore,null,null,B.Sc. - Nursing
1502,Kongunadu Arts and Science College,Bharathiyar University,"Kongunadu Arts and Science College, Coimbatore",Arts & Science,NAAC,null,Bharathiyar University,1973,Co-Education,Aided,"Kongunadu Arts and Science College

GN Mills (P.O)

Coimbatore",641 029,Coimbatore,Coimbatore,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Bio-Technology,B.Sc. - Botany,B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Fashion Technology,B.Sc. - Mathematics,B.Sc. - Physics,B.Sc. - Zoology,B.Com. - (Regular),B.Com. - Computer Application,B.C.A. - Computer Application,B.B.M. - Business Management,B.A. - Corporate Secretaryship,B.A. - Economics,B.A. - English,M.Sc. - Bio-Chemistry,M.Sc. - Bio-Informatics,M.Sc. - Bio-Technology,M.Sc. - Botany,M.Sc. - Chemistry,M.Sc. - Mathematics,M.Sc. - Physics,M.Sc. - Zoology,M.I.B. - International Business,M.Com. - (Regular),M.A. - English,Ph.D. - Bio-Chemistry,Ph.D. - Bio-Technology,Ph.D. - Botany,Ph.D. - Chemistry,Ph.D. - English,Ph.D. - Mathematics,Ph.D. - Physics,Ph.D. - Tamil,Ph.D. - Zoology,M.Phil. - Bio-Chemistry,M.Phil. - Bio-Technology,M.Phil. - Botany,M.Phil. - Chemistry,M.Phil. - Commerce,M.Phil. - Computer Science,M.Phil. - English,M.Phil. - Mathematics,M.Phil. - Physics,M.Phil. - Tamil,M.Phil. - Zoology"
1503,Jayaraj Annapackiam College for Women (Autonomous),Madurai Kamaraj University,"Jayaraj Annapackiam College for Women (Autonomous), Theni",Arts & Science,NAAC,null,Madurai Kamaraj University,1971,Womens,Self Finance,"Jayaraj Annapackiam College for Women (Autonomous)

Periyakulam,Theni.",625 601,Theni,Theni,null,null,"B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Physics,B.Sc. - Zoology,B.Com. - (Regular),B.B.A. - Business Administration,B.A. - English,B.A. - History,B.A. - Tamil,M.Sc. - Computer Science,M.Sc. - Mathematics,M.Sc. - Physics,M.Sc. - Zoology,M.A. - English,M.A. - History,M.A. - Tamil,P.G.D.C.A - Computer Applications,M.Phil. - History,M.Phil. - Zoology"
1504,Sree Saraswathy Thyagaraja College,Bharathiyar University,"Sree Saraswathy Thyagaraja College, Coimbatore",Arts & Science,null,null,Bharathiyar University,1997,Co-Education,Self Finance,"Sree Saraswathy Thyagaraja College

Palani Road

Thippampatti

Pollachi",642 107,Coimbatore,Coimbatore,null,null,"B.Sc. - Computer Science,B.Sc. - Information Technology,B.Sc. - Mathematics,B.Com. - (Regular),B.Com. - Computer Application,B.C.A. - Computer Application,B.B.M. - Business Management,M.Sc. - Computer Science,M.Sc. - Software Systems (Integrated ),M.S.W. - Social Work,M.I.B. - International Business,M.Com. - (Regular),M.Com. - International Business,Ph.D. - Commerce,M.Phil. - Commerce,M.Phil. - Computer Science,M.Phil. - English,M.Phil. - Management,M.Phil. - Mathematics,M.Phil. - Tamil"
1505,G.E.T. B.Ed. College,Tamil Nadu Teachers Education University,"G.E.T. B.Ed. College, Gudiyattam, Vellore",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Co-Education,Self Finance,"G.E.T. B.Ed. College

Vidhya Sankarapuram Village

Paradarami Post

Gudiyattam",632 603,Gudiyattam,Vellore,null,null,B.Ed. - Education
1506,Sri Ramachandra University (Sri Ramachandra Medical College and Research Institute),Deemed University,"Sri Ramachandra University (Sri Ramachandra Medical College and Research Institute), Chennai",Pharmacy,"AICTE and PCI,  NAAC",null,Deemed University,null,Co-Education,Self Finance,"Sri Ramachandra University (Sri Ramachandra Medical College and Research Institute)

No.1, Ramachandra Nagar

Porur

Chennai",600 116,Chennai,Chennai,null,null,"B.Pharm. - Pharmacy,M.Pharm. - Pharmaceutics,M.Pharm. - Pharmacognosy,M.Pharm. - Pharmacy Practice,M.Pharm. - Quality Assurance"
1507,Sri Ramalinga Sowdambigai College of Science and Commerce,Bharathiyar University,"Sri Ramalinga Sowdambigai College of Science and Commerce, Coimbatore",Arts & Science,null,null,Bharathiyar University,1997,Co-Education,Self Finance,"Sri Ramalinga Sowdambigai College of Science and Commerce

Vadavalli - Thondamuthur Road

Onapalayam

Deenampalayam (P.O)

Coimbatore",641 109,Coimbatore,Coimbatore,null,null,"B.Sc. - Computer Science,B.Com. - (Regular),B.Com. - Computer Application,B.B.M. - Business Management,M.Sc. - Computer Science,M.Com. - (Regular)"
